"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"04 de jun. de 2021","6,1427","6,1591","6,1975","6,1212","174,48K","-0,22%"
"03 de jun. de 2021","6,1560","6,1978","6,2011","6,1540","59,70K","-0,66%"
"02 de jun. de 2021","6,1966","6,2920","6,3076","6,1884","181,83K","-1,48%"
"01 de jun. de 2021","6,2898","6,3804","6,3885","6,2793","177,46K","-1,38%"
"31 de mai. de 2021","6,3780","6,3705","6,4355","6,3408","144,71K","0,14%"
"28 de mai. de 2021","6,3691","6,3893","6,4007","6,3442","117,51K","-0,26%"
"27 de mai. de 2021","6,3857","6,4764","6,4892","6,3828","218,09K","-1,37%"
"26 de mai. de 2021","6,4747","6,5326","6,5389","6,4562","181,16K","-0,86%"
"25 de mai. de 2021","6,5307","6,4983","6,5490","6,4851","205,02K","0,52%"
"24 de mai. de 2021","6,4972","6,5314","6,5618","6,4862","184,71K","-0,50%"
"21 de mai. de 2021","6,5300","6,4617","6,5422","6,4283","215,93K","1,11%"
"20 de mai. de 2021","6,4584","6,4650","6,4818","6,4390","214,79K","-0,05%"
"19 de mai. de 2021","6,4616","6,4298","6,4837","6,4135","255,11K","0,52%"
"18 de mai. de 2021","6,4283","6,4085","6,4486","6,3830","214,31K","0,33%"
"17 de mai. de 2021","6,4071","6,4016","6,4630","6,3752","211,62K","0,09%"
"14 de mai. de 2021","6,4012","6,4145","6,4398","6,3665","195,18K","-0,17%"
"13 de mai. de 2021","6,4122","6,4060","6,4349","6,3539","258,69K","0,11%"
"12 de mai. de 2021","6,4050","6,3432","6,4234","6,3000","264,70K","1,02%"
"11 de mai. de 2021","6,3402","6,3407","6,4278","6,3314","261,04K","0,00%"
"10 de mai. de 2021","6,3401","6,3650","6,3913","6,3222","233,26K","-0,46%"
"07 de mai. de 2021","6,3695","6,3694","6,3879","6,3169","217,29K","0,03%"
"06 de mai. de 2021","6,3675","6,4320","6,4802","6,3372","247,25K","-0,94%"
"05 de mai. de 2021","6,4277","6,5371","6,5487","6,4233","244,02K","-1,71%"
"04 de mai. de 2021","6,5393","6,5620","6,5929","6,5040","241,54K","-0,37%"
"03 de mai. de 2021","6,5636","6,5411","6,5726","6,4813","187,62K","0,46%"
"30 de abr. de 2021","6,5337","6,4673","6,5496","6,4465","232,83K","1,02%"
"29 de abr. de 2021","6,4680","6,4792","6,5224","6,4608","234,31K","-0,14%"
"28 de abr. de 2021","6,4773","6,5929","6,5942","6,4782","238,02K","-1,71%"
"27 de abr. de 2021","6,5903","6,5680","6,6097","6,5336","256,39K","0,37%"
"26 de abr. de 2021","6,5657","6,6213","6,6345","6,5646","221,46K","-0,88%"
"23 de abr. de 2021","6,6243","6,5423","6,6624","6,5399","230,19K","1,26%"
"22 de abr. de 2021","6,5419","6,7029","6,7165","6,5325","284,16K","-2,38%"
"21 de abr. de 2021","6,7017","6,7042","6,7078","6,6820","116,32K","0,01%"
"20 de abr. de 2021","6,7008","6,6772","6,7351","6,6307","250,59K","0,40%"
"19 de abr. de 2021","6,6740","6,6958","6,7607","6,6505","225,30K","-0,34%"
"16 de abr. de 2021","6,6965","6,7212","6,8054","6,6678","235,60K","-0,35%"
"15 de abr. de 2021","6,7198","6,7739","6,7821","6,6976","254,35K","-0,75%"
"14 de abr. de 2021","6,7707","6,8313","6,8630","6,7629","245,98K","-0,86%"
"13 de abr. de 2021","6,8296","6,8298","6,8541","6,7634","234,28K","0,03%"
"12 de abr. de 2021","6,8277","6,7575","6,8362","6,7077","204,25K","0,97%"
"09 de abr. de 2021","6,7623","6,6397","6,7677","6,6156","179,37K","1,88%"
"08 de abr. de 2021","6,6374","6,6628","6,6875","6,6017","205,74K","-0,40%"
"07 de abr. de 2021","6,6642","6,6398","6,7090","6,6057","227,16K","0,39%"
"06 de abr. de 2021","6,6386","6,6913","6,6975","6,6099","187,63K","-0,75%"
"05 de abr. de 2021","6,6888","6,7132","6,7197","6,6396","142,02K","-0,36%"
"02 de abr. de 2021","6,7132","6,7233","6,7293","6,7070","46,84K","-0,10%"
"01 de abr. de 2021","6,7201","6,6080","6,7448","6,5855","191,28K","1,75%"
"31 de mar. de 2021","6,6046","6,7666","6,7839","6,5911","208,18K","-2,36%"
"30 de mar. de 2021","6,7642","6,8012","6,8085","6,7016","194,25K","-0,50%"
"29 de mar. de 2021","6,7983","6,7891","6,8390","6,7537","219,66K","0,15%"
"26 de mar. de 2021","6,7882","6,6438","6,7931","6,6431","224,29K","2,17%"
"25 de mar. de 2021","6,6437","6,6403","6,7056","6,6179","292,43K","0,06%"
"24 de mar. de 2021","6,6394","6,5451","6,6691","6,4950","278,58K","1,49%"
"23 de mar. de 2021","6,5418","6,5721","6,5956","6,4761","227,34K","-0,43%"
"22 de mar. de 2021","6,5702","6,5318","6,6150","6,5163","203,56K","0,51%"
"19 de mar. de 2021","6,5368","6,6266","6,6387","6,4847","252,44K","-1,33%"
"18 de mar. de 2021","6,6252","6,6899","6,6958","6,5395","238,24K","-0,93%"
"17 de mar. de 2021","6,6876","6,6973","6,7614","6,6710","258,40K","-0,09%"
"16 de mar. de 2021","6,6933","6,6996","6,7318","6,6170","225,61K","-0,07%"
"15 de mar. de 2021","6,6983","6,6358","6,7427","6,5979","228,74K","0,95%"
"12 de mar. de 2021","6,6355","6,6340","6,6678","6,5921","217,09K","0,02%"
"11 de mar. de 2021","6,6340","6,7653","6,7895","6,6203","238,54K","-1,92%"
"10 de mar. de 2021","6,7639","6,9054","6,9142","6,7286","292,23K","-2,03%"
"09 de mar. de 2021","6,9038","6,9611","7,0013","6,8548","314,55K","-0,78%"
"08 de mar. de 2021","6,9584","6,7849","6,9616","6,7521","325,42K","2,61%"
"05 de mar. de 2021","6,7817","6,7855","6,8147","6,7474","322,30K","-0,03%"
"04 de mar. de 2021","6,7839","6,7793","6,8064","6,6812","315,30K","0,09%"
"03 de mar. de 2021","6,7780","6,8636","6,9717","6,7341","308,91K","-1,22%"
"02 de mar. de 2021","6,8618","6,7983","6,9096","6,7655","249,77K","0,96%"
"01 de mar. de 2021","6,7967","6,7628","6,7990","6,6880","263,94K","0,55%"
"26 de fev. de 2021","6,7597","6,7344","6,7754","6,6529","326,44K","0,38%"
"25 de fev. de 2021","6,7343","6,5770","6,7513","6,5718","363,18K","2,43%"
"24 de fev. de 2021","6,5745","6,6109","6,6263","6,5545","266,78K","-0,54%"
"23 de fev. de 2021","6,6101","6,6449","6,6605","6,5786","351,61K","-0,50%"
"22 de fev. de 2021","6,6433","6,5220","6,7206","6,5078","263,14K","1,86%"
"19 de fev. de 2021","6,5217","6,5621","6,6393","6,5079","258,84K","-0,59%"
"18 de fev. de 2021","6,5602","6,5135","6,5887","6,4973","255,64K","0,73%"
"17 de fev. de 2021","6,5126","6,5019","6,5372","6,4570","200,03K","0,20%"
"16 de fev. de 2021","6,4998","6,5132","6,5357","6,4949","123,99K","-0,20%"
"15 de fev. de 2021","6,5125","6,5101","6,5223","6,5064","86,10K","0,08%"
"12 de fev. de 2021","6,5071","6,5099","6,5503","6,4851","212,65K","-0,02%"
"11 de fev. de 2021","6,5085","6,5271","6,5619","6,4742","249,07K","-0,26%"
"10 de fev. de 2021","6,5257","6,5181","6,5879","6,4910","274,93K","0,14%"
"09 de fev. de 2021","6,5166","6,4653","6,5883","6,4630","263,89K","0,80%"
"08 de fev. de 2021","6,4646","6,4674","6,5194","6,3883","282,63K","-0,04%"
"05 de fev. de 2021","6,4670","6,4928","6,5415","6,4286","220,36K","-0,37%"
"04 de fev. de 2021","6,4913","6,4429","6,5264","6,4151","240,52K","0,77%"
"03 de fev. de 2021","6,4417","6,4655","6,4781","6,3945","267,98K","-0,34%"
"02 de fev. de 2021","6,4636","6,5509","6,5672","6,4191","303,59K","-1,33%"
"01 de fev. de 2021","6,5507","6,6321","6,6354","6,5447","271,63K","-1,19%"
"29 de jan. de 2021","6,6293","6,5957","6,6800","6,5719","367,04K","0,52%"
"28 de jan. de 2021","6,5950","6,5564","6,6241","6,5380","382,28K","0,59%"
"27 de jan. de 2021","6,5561","6,5127","6,5628","6,4799","351,95K","0,69%"
"26 de jan. de 2021","6,5109","6,6358","6,6497","6,4625","244,69K","-1,87%"
"25 de jan. de 2021","6,6347","6,6522","6,6609","6,6234","109,58K","-0,25%"
"22 de jan. de 2021","6,6512","6,5091","6,6793","6,5022","225,46K","2,21%"
"21 de jan. de 2021","6,5074","6,4065","6,5564","6,3525","242,83K","1,60%"
"20 de jan. de 2021","6,4051","6,4985","6,5146","6,3948","215,81K","-1,41%"
"19 de jan. de 2021","6,4969","6,3967","6,5104","6,3565","227,55K","1,59%"
"18 de jan. de 2021","6,3951","6,3966","6,4223","6,3223","166,04K","0,04%"
"15 de jan. de 2021","6,3925","6,3168","6,4156","6,2976","231,16K","1,19%"
"14 de jan. de 2021","6,3171","6,4426","6,4506","6,3108","260,86K","-1,94%"
"13 de jan. de 2021","6,4420","6,4988","6,5146","6,4082","283,07K","-0,83%"
"12 de jan. de 2021","6,4962","6,6706","6,6857","6,4805","273,49K","-2,59%"
"11 de jan. de 2021","6,6686","6,6192","6,7079","6,5852","277,55K","0,74%"
"08 de jan. de 2021","6,6195","6,6401","6,6404","6,5333","291,48K","-0,28%"
"07 de jan. de 2021","6,6382","6,5508","6,6515","6,5054","278,87K","1,36%"
"06 de jan. de 2021","6,5494","6,4992","6,5901","6,4594","334,89K","0,78%"
"05 de jan. de 2021","6,4989","6,4875","6,5712","6,4608","286,75K","0,18%"
"04 de jan. de 2021","6,4875","6,3527","6,4912","6,2935","264,47K","1,76%"
"01 de jan. de 2021","6,3755","6,3755","6,3755","6,3755","","0,52%"
"31 de dez. de 2020","6,3428","6,3875","6,3938","6,3414","89,06K","-0,67%"
"30 de dez. de 2020","6,3857","6,3815","6,4376","6,3268","193,27K","0,08%"
"29 de dez. de 2020","6,3806","6,4104","6,4321","6,3271","204,10K","-0,43%"
"28 de dez. de 2020","6,4081","6,3654","6,4880","6,3011","178,88K","0,66%"
"25 de dez. de 2020","6,3662","6,3576","6,3707","6,3462","14,42K","0,16%"
"24 de dez. de 2020","6,3563","6,3583","6,3731","6,3523","134,45K","0,00%"
"23 de dez. de 2020","6,3562","6,2762","6,3626","6,2533","315,97K","1,30%"
"22 de dez. de 2020","6,2747","6,2722","6,3204","6,2511","314,77K","0,07%"
"21 de dez. de 2020","6,2701","6,2467","6,3619","6,1893","296,93K","0,28%"
"18 de dez. de 2020","6,2527","6,2057","6,2751","6,1905","239,75K","0,78%"
"17 de dez. de 2020","6,2044","6,2021","6,2432","6,1728","225,16K","0,06%"
"16 de dez. de 2020","6,2007","6,1788","6,2646","6,1722","268,65K","0,37%"
"15 de dez. de 2020","6,1778","6,2165","6,2288","6,1649","224,74K","-0,61%"
"14 de dez. de 2020","6,2159","6,1457","6,2302","6,0901","206,52K","1,32%"
"11 de dez. de 2020","6,1349","6,0999","6,1687","6,0861","203,96K","0,59%"
"10 de dez. de 2020","6,0991","6,2479","6,2619","6,0887","233,37K","-2,36%"
"09 de dez. de 2020","6,2463","6,1975","6,2703","6,1609","266,39K","0,81%"
"08 de dez. de 2020","6,1960","6,1755","6,2207","6,1304","269,67K","0,37%"
"07 de dez. de 2020","6,1734","6,2534","6,2620","6,1372","242,49K","-1,21%"
"04 de dez. de 2020","6,2487","6,2568","6,3035","6,2090","237,25K","-0,10%"
"03 de dez. de 2020","6,2550","6,3218","6,3457","6,2211","250,05K","-1,03%"
"02 de dez. de 2020","6,3200","6,2842","6,3519","6,2694","208,74K","0,58%"
"01 de dez. de 2020","6,2838","6,3604","6,3917","6,2799","222,66K","-1,20%"
"30 de nov. de 2020","6,3599","6,3902","6,4560","6,3210","195,57K","-0,51%"
"27 de nov. de 2020","6,3923","6,3569","6,4209","6,3461","142,00K","0,56%"
"26 de nov. de 2020","6,3568","6,3443","6,3760","6,3086","126,90K","0,23%"
"25 de nov. de 2020","6,3421","6,3896","6,4127","6,3208","206,19K","-0,74%"
"24 de nov. de 2020","6,3892","6,4412","6,4717","6,3789","188,19K","-0,79%"
"23 de nov. de 2020","6,4398","6,3776","6,4542","6,3533","205,64K","0,99%"
"20 de nov. de 2020","6,3766","6,3005","6,3995","6,2751","203,05K","1,23%"
"19 de nov. de 2020","6,2991","6,3575","6,3698","6,2724","226,34K","-0,90%"
"18 de nov. de 2020","6,3561","6,3211","6,3682","6,2605","256,01K","0,58%"
"17 de nov. de 2020","6,3197","6,4184","6,4436","6,3141","207,70K","-1,54%"
"16 de nov. de 2020","6,4186","6,4560","6,4781","6,3529","217,84K","-0,61%"
"13 de nov. de 2020","6,4581","6,4436","6,5356","6,4388","239,78K","0,24%"
"12 de nov. de 2020","6,4427","6,3495","6,4798","6,3188","274,74K","1,48%"
"11 de nov. de 2020","6,3490","6,3951","6,4162","6,3176","259,25K","-0,75%"
"10 de nov. de 2020","6,3969","6,3623","6,4007","6,3092","356,51K","0,56%"
"09 de nov. de 2020","6,3612","6,3744","6,4089","6,2108","354,17K","-0,12%"
"06 de nov. de 2020","6,3690","6,5325","6,6204","6,3617","299,31K","-2,53%"
"05 de nov. de 2020","6,5344","6,6422","6,6923","6,5307","270,57K","-1,58%"
"04 de nov. de 2020","6,6393","6,7437","6,7754","6,6104","278,41K","-1,51%"
"03 de nov. de 2020","6,7409","6,6860","6,7502","6,6139","197,00K","0,86%"
"02 de nov. de 2020","6,6837","6,6950","6,6950","6,6743","87,86K","-0,10%"
"30 de out. de 2020","6,6907","6,7481","6,7845","6,6663","286,11K","-0,83%"
"29 de out. de 2020","6,7464","6,7505","6,7803","6,7043","299,47K","-0,03%"
"28 de out. de 2020","6,7483","6,7308","6,7891","6,6923","311,60K","0,28%"
"27 de out. de 2020","6,7296","6,6423","6,7392","6,6230","190,03K","1,36%"
"26 de out. de 2020","6,6395","6,6634","6,6889","6,6235","204,14K","-0,33%"
"23 de out. de 2020","6,6618","6,6080","6,6807","6,5920","202,65K","0,84%"
"22 de out. de 2020","6,6062","6,6526","6,6567","6,5765","210,56K","-0,63%"
"21 de out. de 2020","6,6483","6,6270","6,6817","6,6093","232,53K","0,34%"
"20 de out. de 2020","6,6256","6,6017","6,6435","6,5648","211,15K","0,43%"
"19 de out. de 2020","6,5971","6,6184","6,6595","6,5602","202,90K","-0,27%"
"16 de out. de 2020","6,6148","6,5733","6,6249","6,5629","204,50K","0,68%"
"15 de out. de 2020","6,5701","6,5694","6,6119","6,5390","237,68K","0,04%"
"14 de out. de 2020","6,5674","6,5426","6,5883","6,5117","229,90K","0,41%"
"13 de out. de 2020","6,5406","6,5346","6,6088","6,5082","241,49K","0,09%"
"12 de out. de 2020","6,5345","6,5378","6,5426","6,5196","93,75K","-0,10%"
"09 de out. de 2020","6,5413","6,5855","6,6133","6,5135","196,95K","-0,62%"
"08 de out. de 2020","6,5820","6,5999","6,6300","6,5559","255,53K","-0,23%"
"07 de out. de 2020","6,5970","6,5646","6,6336","6,5345","264,51K","0,54%"
"06 de out. de 2020","6,5616","6,5694","6,5985","6,4653","291,39K","-0,08%"
"05 de out. de 2020","6,5671","6,6585","6,6895","6,5354","211,95K","-1,39%"
"02 de out. de 2020","6,6595","6,6317","6,6701","6,5694","301,96K","0,45%"
"01 de out. de 2020","6,6297","6,5772","6,6543","6,5555","272,52K","0,83%"
"30 de set. de 2020","6,5752","6,6180","6,6403","6,5507","281,02K","-0,62%"
"29 de set. de 2020","6,6159","6,6064","6,6523","6,5585","246,49K","0,21%"
"28 de set. de 2020","6,6022","6,4739","6,6153","6,4355","208,13K","2,06%"
"25 de set. de 2020","6,4691","6,4303","6,4928","6,4062","249,55K","0,61%"
"24 de set. de 2020","6,4300","6,5253","6,5430","6,4134","315,15K","-1,42%"
"23 de set. de 2020","6,5224","6,4061","6,5301","6,3865","275,83K","1,86%"
"22 de set. de 2020","6,4032","6,3730","6,4330","6,3260","276,84K","0,51%"
"21 de set. de 2020","6,3707","6,3858","6,4705","6,3321","281,25K","-0,09%"
"18 de set. de 2020","6,3766","6,2084","6,3938","6,1983","230,69K","2,73%"
"17 de set. de 2020","6,2071","6,1900","6,2485","6,1474","248,81K","0,31%"
"16 de set. de 2020","6,1878","6,2526","6,2699","6,1632","235,92K","-0,96%"
"15 de set. de 2020","6,2480","6,2559","6,2864","6,2000","200,62K","-0,10%"
"14 de set. de 2020","6,2544","6,3029","6,3246","6,2407","174,10K","-0,73%"
"11 de set. de 2020","6,3002","6,2874","6,3284","6,2301","206,02K","0,23%"
"10 de set. de 2020","6,2857","6,2643","6,3172","6,2641","227,65K","0,34%"
"09 de set. de 2020","6,2643","6,3151","6,3216","6,2304","211,13K","-0,77%"
"08 de set. de 2020","6,3127","6,2628","6,3752","6,2418","256,62K","0,80%"
"07 de set. de 2020","6,2624","6,2712","6,2799","6,2598","72,67K","-0,18%"
"04 de set. de 2020","6,2735","6,2713","6,3106","6,2007","245,00K","0,06%"
"03 de set. de 2020","6,2698","6,3327","6,3502","6,2496","256,88K","-0,96%"
"02 de set. de 2020","6,3306","6,4278","6,4410","6,3288","227,98K","-1,49%"
"01 de set. de 2020","6,4266","6,5562","6,5902","6,3639","214,62K","-1,95%"
"31 de ago. de 2020","6,5545","6,4122","6,5699","6,4038","186,10K","2,20%"
"28 de ago. de 2020","6,4135","6,5850","6,6398","6,4100","209,29K","-2,58%"
"27 de ago. de 2020","6,5832","6,6332","6,6459","6,5581","246,59K","-0,75%"
"26 de ago. de 2020","6,6331","6,5192","6,6649","6,4976","206,44K","1,76%"
"25 de ago. de 2020","6,5183","6,6177","6,6453","6,5150","202,03K","-1,42%"
"24 de ago. de 2020","6,6125","6,6238","6,6572","6,5784","174,50K","-0,23%"
"21 de ago. de 2020","6,6278","6,5908","6,6391","6,5396","201,19K","0,58%"
"20 de ago. de 2020","6,5898","6,5800","6,7101","6,5648","240,82K","0,18%"
"19 de ago. de 2020","6,5779","6,5234","6,5850","6,4858","217,44K","0,86%"
"18 de ago. de 2020","6,5217","6,5402","6,5826","6,4688","202,68K","-0,26%"
"17 de ago. de 2020","6,5386","6,4193","6,5482","6,4093","182,99K","1,87%"
"14 de ago. de 2020","6,4183","6,3439","6,4467","6,3251","187,00K","1,20%"
"13 de ago. de 2020","6,3419","6,4039","6,4449","6,3198","207,54K","-0,97%"
"12 de ago. de 2020","6,4042","6,3184","6,4760","6,3025","196,33K","1,40%"
"11 de ago. de 2020","6,3156","6,4342","6,4726","6,3165","230,94K","-1,82%"
"10 de ago. de 2020","6,4327","6,4111","6,4453","6,2989","190,76K","0,36%"
"07 de ago. de 2020","6,4096","6,3337","6,4124","6,2972","197,46K","1,24%"
"06 de ago. de 2020","6,3312","6,2774","6,3657","6,2612","218,75K","0,90%"
"05 de ago. de 2020","6,2747","6,2452","6,3160","6,2048","212,11K","0,50%"
"04 de ago. de 2020","6,2433","6,2585","6,3147","6,2214","194,69K","-0,24%"
"03 de ago. de 2020","6,2584","6,1528","6,2761","6,1121","187,49K","1,72%"
"31 de jul. de 2020","6,1523","6,1061","6,1845","6,0968","211,46K","0,78%"
"30 de jul. de 2020","6,1047","6,0938","6,1318","6,0651","223,47K","0,17%"
"29 de jul. de 2020","6,0945","6,0390","6,1113","6,0030","202,33K","0,96%"
"28 de jul. de 2020","6,0366","6,0512","6,1030","6,0187","203,50K","-0,15%"
"27 de jul. de 2020","6,0455","6,0947","6,1452","6,0384","195,21K","-0,87%"
"24 de jul. de 2020","6,0984","6,0443","6,1006","6,0084","239,33K","0,94%"
"23 de jul. de 2020","6,0419","5,9227","6,0585","5,9203","239,75K","2,08%"
"22 de jul. de 2020","5,9189","5,9609","6,0228","5,8840","207,56K","-0,67%"
"21 de jul. de 2020","5,9590","6,0999","6,1124","5,9530","211,61K","-2,27%"
"20 de jul. de 2020","6,0977","6,1432","6,1764","6,0927","183,85K","-0,90%"
"17 de jul. de 2020","6,1528","6,0693","6,1696","6,0655","189,91K","1,39%"
"16 de jul. de 2020","6,0684","6,1294","6,1554","6,0398","223,59K","-0,95%"
"15 de jul. de 2020","6,1269","6,1200","6,1521","6,0524","225,23K","0,17%"
"14 de jul. de 2020","6,1167","6,1295","6,2165","6,0738","269,74K","-0,20%"
"13 de jul. de 2020","6,1287","6,0160","6,1366","6,0146","200,52K","1,89%"
"10 de jul. de 2020","6,0148","6,0296","6,0868","6,0044","216,04K","-0,20%"
"09 de jul. de 2020","6,0270","6,0539","6,0767","5,9499","238,15K","-0,42%"
"08 de jul. de 2020","6,0522","6,0641","6,1035","6,0050","234,85K","-0,16%"
"07 de jul. de 2020","6,0621","6,0566","6,0996","5,9659","229,09K","0,13%"
"06 de jul. de 2020","6,0545","5,9746","6,0613","5,9543","185,53K","1,26%"
"03 de jul. de 2020","5,9792","6,0245","6,0403","5,9651","184,56K","-0,73%"
"02 de jul. de 2020","6,0231","5,9844","6,0410","5,9374","223,97K","0,69%"
"01 de jul. de 2020","5,9821","6,1399","6,1434","5,9624","199,86K","-2,56%"
"30 de jun. de 2020","6,1390","6,0746","6,1800","6,0444","232,22K","1,08%"
"29 de jun. de 2020","6,0734","6,1589","6,1929","6,0578","243,90K","-1,27%"
"26 de jun. de 2020","6,1514","6,0099","6,1563","6,0065","252,58K","2,40%"
"25 de jun. de 2020","6,0074","6,0164","6,0402","5,9075","269,75K","-0,13%"
"24 de jun. de 2020","6,0150","5,8289","6,0243","5,8066","263,28K","3,22%"
"23 de jun. de 2020","5,8273","5,9153","5,9427","5,8071","235,31K","-1,45%"
"22 de jun. de 2020","5,9132","5,9416","5,9643","5,8452","220,23K","-0,36%"
"19 de jun. de 2020","5,9345","6,0289","6,0448","5,9183","261,71K","-1,50%"
"18 de jun. de 2020","6,0250","5,8793","6,0408","5,8694","261,83K","2,49%"
"17 de jun. de 2020","5,8785","5,9074","5,9237","5,8194","268,69K","-0,46%"
"16 de jun. de 2020","5,9058","5,8379","5,9191","5,7038","298,37K","1,17%"
"15 de jun. de 2020","5,8373","5,6808","5,8865","5,6709","289,83K","2,69%"
"12 de jun. de 2020","5,6842","5,6230","5,7839","5,6115","295,70K","1,12%"
"11 de jun. de 2020","5,6214","5,6564","5,6750","5,6172","144,07K","-0,58%"
"10 de jun. de 2020","5,6544","5,5587","5,6621","5,5093","256,70K","1,79%"
"09 de jun. de 2020","5,5548","5,4471","5,5869","5,4212","232,25K","2,00%"
"08 de jun. de 2020","5,4461","5,5985","5,6217","5,4411","195,15K","-2,66%"
"05 de jun. de 2020","5,5952","5,8048","5,8274","5,5780","238,14K","-3,58%"
"04 de jun. de 2020","5,8029","5,6886","5,8273","5,6608","254,13K","2,06%"
"03 de jun. de 2020","5,6859","5,8096","5,8393","5,6314","251,61K","-2,13%"
"02 de jun. de 2020","5,8094","5,9750","6,0048","5,8040","218,20K","-2,71%"
"01 de jun. de 2020","5,9715","5,9214","6,0313","5,9001","203,51K","0,84%"
"29 de mai. de 2020","5,9220","5,9885","6,0736","5,9049","238,77K","-1,07%"
"28 de mai. de 2020","5,9860","5,8041","5,9947","5,7969","226,95K","3,17%"
"27 de mai. de 2020","5,8022","5,8715","5,9049","5,7861","226,49K","-1,13%"
"26 de mai. de 2020","5,8688","5,9366","5,9772","5,8625","204,36K","-1,13%"
"25 de mai. de 2020","5,9357","6,0335","6,0407","5,9191","125,21K","-1,55%"
"22 de mai. de 2020","6,0294","6,0796","6,1308","6,0205","224,53K","-0,79%"
"21 de mai. de 2020","6,0775","6,2510","6,2757","6,0740","200,37K","-2,74%"
"20 de mai. de 2020","6,2487","6,2871","6,3131","6,2302","204,34K","-0,56%"
"19 de mai. de 2020","6,2839","6,2414","6,3053","6,2193","211,92K","0,73%"
"18 de mai. de 2020","6,2383","6,3317","6,3396","6,2056","173,04K","-1,49%"
"15 de mai. de 2020","6,3326","6,2788","6,3522","6,2400","216,66K","0,86%"
"14 de mai. de 2020","6,2787","6,3689","6,4489","6,2673","233,99K","-1,36%"
